Sampling Rate : 125Hz,Duration : 20 Minutes 
Time,PPG
0,0.283479961
0.008,0.28054741
0.016,0.279569892
0.024,0.278592375
0.032,0.277614858
0.04,0.275659824
0.048,0.27370479
0.056,0.270772239
0.064,0.268817204
0.072,0.26686217
0.08,0.263929619
0.088,0.261974585
0.096,0.26001955
0.104,0.259042033
0.112,0.258064516
0.12,0.258064516
0.128,0.259042033
0.136,0.26001955
0.144,0.26001955
0.152,0.26001955
0.16,0.259042033
0.168,0.259042033
0.176,0.259042033
0.184,0.258064516
0.192,0.258064516
0.2,0.258064516
0.208,0.257086999
0.216,0.255131965
0.224,0.253176931
0.232,0.252199413
0.24,0.251221896
0.248,0.252199413
0.256,0.258064516
0.264,0.270772239
0.272,0.292277615
0.28,0.324535679
0.288,0.364613881
0.296,0.410557185
0.304,0.45943304
0.312,0.509286413
0.32,0.557184751
0.328,0.595307918
0.336,0.626588465
0.344,0.65884653
0.352,0.688172043
0.36,0.714565005
0.368,0.737047898
0.376,0.755620723
0.384,0.77028348
0.392,0.782013685
0.4,0.789833822
0.408,0.793743891
0.416,0.793743891
0.424,0.790811339
0.432,0.785923754
0.44,0.778103617
0.448,0.769305963
0.456,0.758553275
0.464,0.746823069
0.472,0.73313783
0.48,0.718475073
0.488,0.7028348
0.496,0.686217009
0.504,0.669599218
0.512,0.65200391
0.52,0.634408602
0.528,0.617790811
0.536,0.603128055
0.544,0.591397849
0.552,0.579667644
0.56,0.569892473
0.568,0.560117302
0.576,0.552297165
0.584,0.545454545
0.592,0.538611926
0.6,0.531769306
0.608,0.524926686
0.616,0.519061584
0.624,0.513196481
0.632,0.508308895
0.64,0.50342131
0.648,0.498533724
0.656,0.494623656
0.664,0.488758553
0.672,0.481915934
0.68,0.475073314
0.688,0.467253177
0.696,0.45943304
0.704,0.45259042
0.712,0.444770283
0.72,0.437927664
0.728,0.430107527
0.736,0.423264907
0.744,0.41544477
0.752,0.409579668
0.76,0.404692082
0.768,0.398826979
0.776,0.39198436
0.784,0.386119257
0.792,0.379276637
0.8,0.372434018
0.808,0.366568915
0.816,0.359726295
0.824,0.353861193
0.832,0.348973607
0.84,0.344086022
0.848,0.339198436
0.856,0.335288368
0.864,0.332355816
0.872,0.328445748
0.88,0.323558162
0.888,0.319648094
0.896,0.315738025
0.904,0.312805474
0.912,0.309872923
0.92,0.306940371
0.928,0.30400782
0.936,0.302052786
0.944,0.299120235
0.952,0.295210166
0.96,0.293255132
0.968,0.292277615
0.976,0.290322581
0.984,0.287390029
0.992,0.285434995
1,0.282502444
1.008,0.279569892
1.016,0.276637341
1.024,0.272727273
1.032,0.268817204
1.04,0.267839687
1.048,0.270772239
1.056,0.279569892
1.064,0.293255132
1.072,0.313782991
1.08,0.343108504
1.088,0.381231672
1.096,0.425219941
1.104,0.471163245
1.112,0.517106549
1.12,0.559139785
1.128,0.597262952
1.136,0.630498534
1.144,0.65884653
1.152,0.68230694
1.16,0.701857283
1.168,0.716520039
1.176,0.72629521
1.184,0.735092864
1.192,0.741935484
1.2,0.746823069
1.208,0.748778104
1.216,0.747800587
1.224,0.743890518
1.232,0.738025415
1.24,0.729227761
1.248,0.71945259
1.256,0.707722385
1.264,0.695014663
1.272,0.68230694
1.28,0.668621701
1.288,0.652981427
1.296,0.635386119
1.304,0.617790811
1.312,0.599217986
1.32,0.581622678
1.328,0.56402737
1.336,0.548387097
1.344,0.535679374
1.352,0.523949169
1.36,0.514173998
1.368,0.506353861
1.376,0.499511241
1.384,0.493646139
1.392,0.487781036
1.4,0.482893451
1.408,0.478005865
1.416,0.47311828
1.424,0.468230694
1.432,0.463343109
1.44,0.458455523
1.448,0.453567937
1.456,0.449657869
1.464,0.444770283
1.472,0.438905181
1.48,0.434995112
1.488,0.430107527
1.496,0.425219941
1.504,0.420332356
1.512,0.41544477
1.52,0.409579668
1.528,0.403714565
1.536,0.397849462
1.544,0.39198436
1.552,0.38514174
1.56,0.377321603
1.568,0.369501466
1.576,0.362658847
1.584,0.35483871
1.592,0.348973607
1.6,0.345063539
1.608,0.339198436
1.616,0.333333333
1.624,0.328445748
1.632,0.322580645
1.64,0.31769306
1.648,0.312805474
1.656,0.307917889
1.664,0.303030303
1.672,0.2971652
1.68,0.291300098
1.688,0.285434995
1.696,0.281524927
1.704,0.277614858
1.712,0.27370479
1.72,0.270772239
1.728,0.267839687
1.736,0.26686217
1.744,0.264907136
1.752,0.263929619
1.76,0.261974585
1.768,0.260997067
1.776,0.259042033
1.784,0.259042033
1.792,0.26001955
1.8,0.261974585
1.808,0.263929619
1.816,0.26686217
1.824,0.268817204
1.832,0.270772239
1.84,0.272727273
1.848,0.27370479
1.856,0.274682307
1.864,0.274682307
1.872,0.274682307
1.88,0.274682307
1.888,0.274682307
1.896,0.274682307
1.904,0.274682307
1.912,0.274682307
1.92,0.275659824
1.928,0.274682307
1.936,0.274682307
1.944,0.27370479
1.952,0.271749756
1.96,0.270772239
1.968,0.268817204
1.976,0.26686217
1.984,0.264907136
1.992,0.262952102
2,0.260997067
2.008,0.26001955
2.016,0.26001955
2.024,0.26001955
2.032,0.259042033
2.04,0.258064516
2.048,0.257086999
2.056,0.256109482
2.064,0.255131965
2.072,0.255131965
2.08,0.254154448
2.088,0.254154448
2.096,0.253176931
2.104,0.253176931
2.112,0.253176931
2.12,0.254154448
2.128,0.253176931
2.136,0.252199413
2.144,0.251221896
2.152,0.250244379
2.16,0.252199413
2.168,0.257086999
2.176,0.268817204
2.184,0.288367546
2.192,0.316715543
2.2,0.352883675
2.208,0.395894428
2.216,0.43597263
2.224,0.475073314
2.232,0.518084066
2.24,0.560117302
2.248,0.599217986
2.256,0.634408602
2.264,0.664711632
2.272,0.691104594
2.28,0.712609971
2.288,0.730205279
2.296,0.743890518
2.304,0.754643206
2.312,0.761485826
2.32,0.76344086
2.328,0.762463343
2.336,0.760508309
2.344,0.755620723
2.352,0.748778104
2.36,0.73998045
2.368,0.728250244
2.376,0.715542522
2.384,0.700879765
2.392,0.685239492
2.4,0.669599218
2.408,0.652981427
2.416,0.637341153
2.424,0.623655914
2.432,0.609970674
2.44,0.597262952
2.448,0.58455523
2.456,0.573802542
2.464,0.563049853
2.472,0.555229717
2.48,0.54740958
2.488,0.54056696
2.496,0.53372434
2.504,0.527859238
2.512,0.521016618
2.52,0.515151515
2.528,0.51026393
2.536,0.505376344
2.544,0.501466276
2.552,0.49657869
2.56,0.492668622
2.568,0.487781036
2.576,0.482893451
2.584,0.478005865
2.592,0.47311828
2.6,0.467253177
2.608,0.461388074
2.616,0.455522972
2.624,0.448680352
2.632,0.442815249
2.64,0.436950147
2.648,0.431085044
2.656,0.425219941
2.664,0.418377322
2.672,0.412512219
2.68,0.406647116
2.688,0.399804497
2.696,0.393939394
2.704,0.388074291
2.712,0.382209189
2.72,0.376344086
2.728,0.370478983
2.736,0.365591398
2.744,0.361681329
2.752,0.358748778
2.76,0.35483871
2.768,0.350928641
2.776,0.346041056
2.784,0.342130987
2.792,0.338220919
2.8,0.33431085
2.808,0.331378299
2.816,0.328445748
2.824,0.325513196
2.832,0.322580645
2.84,0.319648094
2.848,0.316715543
2.856,0.315738025
2.864,0.312805474
2.872,0.309872923
2.88,0.306940371
2.888,0.304985337
2.896,0.304985337
2.904,0.308895406
2.912,0.318670577
2.92,0.335288368
2.928,0.360703812
2.936,0.39198436
2.944,0.42913001
2.952,0.463343109
2.96,0.49657869
2.968,0.531769306
2.976,0.566959922
2.984,0.599217986
2.992,0.627565982
3,0.65200391
3.008,0.671554252
3.016,0.688172043
3.024,0.701857283
3.032,0.711632454
3.04,0.71945259
3.048,0.723362659
3.056,0.725317693
3.064,0.723362659
3.072,0.720430108
3.08,0.716520039
3.088,0.711632454
3.096,0.704789834
3.104,0.696969697
3.112,0.687194526
3.12,0.676441838
3.128,0.663734115
3.136,0.650048876
3.144,0.634408602
3.152,0.617790811
3.16,0.603128055
3.168,0.588465298
3.176,0.574780059
3.184,0.560117302
3.192,0.546432063
3.2,0.53372434
3.208,0.521994135
3.216,0.511241447
3.224,0.501466276
3.232,0.492668622
3.24,0.485826002
3.248,0.479960899
3.256,0.475073314
3.264,0.470185728
3.272,0.465298143
3.28,0.461388074
3.288,0.456500489
3.296,0.451612903
3.304,0.446725318
3.312,0.440860215
3.32,0.43597263
3.328,0.430107527
3.336,0.424242424
3.344,0.418377322
3.352,0.412512219
3.36,0.406647116
3.368,0.402737048
3.376,0.398826979
3.384,0.394916911
3.392,0.391006843
3.4,0.386119257
3.408,0.380254154
3.416,0.374389052
3.424,0.368523949
3.432,0.361681329
3.44,0.35483871
3.448,0.34799609
3.456,0.34115347
3.464,0.335288368
3.472,0.329423265
3.48,0.325513196
3.488,0.320625611
3.496,0.315738025
3.504,0.31085044
3.512,0.305962854
3.52,0.302052786
3.528,0.299120235
3.536,0.295210166
3.544,0.293255132
3.552,0.290322581
3.56,0.288367546
3.568,0.286412512
3.576,0.284457478
3.584,0.283479961
3.592,0.282502444
3.6,0.279569892
3.608,0.277614858
3.616,0.275659824
3.624,0.272727273
3.632,0.269794721
3.64,0.26686217
3.648,0.263929619
3.656,0.262952102
3.664,0.262952102
3.672,0.268817204
3.68,0.279569892
3.688,0.295210166
3.696,0.315738025
3.704,0.345063539
3.712,0.382209189
3.72,0.42228739
3.728,0.464320626
3.736,0.505376344
3.744,0.542521994
3.752,0.576735093
3.76,0.606060606
3.768,0.631476051
3.776,0.65200391
3.784,0.667644184
3.792,0.678396872
3.8,0.685239492
3.808,0.691104594
3.816,0.695014663
3.824,0.696969697
3.832,0.69599218
3.84,0.694037146
3.848,0.684261975
3.856,0.670576735
3.864,0.656891496
3.872,0.643206256
3.88,0.629521017
3.888,0.61485826
3.896,0.600195503
3.904,0.586510264
3.912,0.571847507
3.92,0.556207234
3.928,0.54056696
3.936,0.525904203
3.944,0.512218964
3.952,0.500488759
3.96,0.48973607
3.968,0.479960899
3.976,0.47311828
3.984,0.46627566
3.992,0.461388074
4,0.457478006
4.008,0.454545455
4.016,0.45259042
4.024,0.449657869
4.032,0.447702835
4.04,0.445747801
4.048,0.443792766
4.056,0.441837732
4.064,0.438905181
4.072,0.43597263
4.08,0.433040078
4.088,0.430107527
4.096,0.426197458
4.104,0.42228739
4.112,0.418377322
4.12,0.412512219
4.128,0.406647116
4.136,0.399804497
4.144,0.39198436
4.152,0.38514174
4.16,0.377321603
4.168,0.369501466
4.176,0.362658847
4.184,0.35483871
4.192,0.348973607
4.2,0.342130987
4.208,0.338220919
4.216,0.33431085
4.224,0.329423265
4.232,0.325513196
4.24,0.321603128
4.248,0.31769306
4.256,0.314760508
4.264,0.311827957
4.272,0.308895406
4.28,0.306940371
4.288,0.30400782
4.296,0.302052786
4.304,0.299120235
4.312,0.2971652
4.32,0.295210166
4.328,0.292277615
4.336,0.289345064
4.344,0.286412512
4.352,0.283479961
4.36,0.28054741
4.368,0.278592375
4.376,0.275659824
